Date,Video ID,Title
2019-03-13,0sRHRMp-Bpc,Native Git support for large objects - Git Merge 2019
2019-03-13,K3zOhU3NdWA,Git for games: current problems and solutions - Git Merge 2019
2019-03-13,SmLpJEZyvI0,Version control for law: Posey Rule in the U.S. Congress - Git Merge 2019
2019-03-12,4S3h5L21KlA,The art of patience: why you should bother teaching Git to designers - Git Merge 2019
2019-03-12,5-JMOTy_9OE,"Git, the annotated notepad - Git Merge 2019"
2019-03-12,lj0F2Usb9ao,Version control for visual learners - Git Merge 2019
2019-03-12,SzEBzQrwxFk,Git & version control in the enterprise - Git Merge 2019
2019-03-11,vat97a8C0o0,Technical contributions towards scaling for Windows - Git Merge 2019
2019-03-11,NPE7rA5887c,How a Git based education cultivates more resilient developers - Git Merge 2019
2018-12-24,vTZn5KaZo8w,GitHub Game Off 2018 Highlights
2018-12-13,v16uzPYho4g,The Future of Software Intelligence: a Fireside Chat
2018-10-31,9qBOY2pawAE,"Opening Keynote Highlight - Spencer Kaiser, American Airlines - GitHub Universe 2018"
2018-11-10,6gh9CcC_i5c,Observability pre-release: Using Prometheus to test and fix new software - GitHub Universe 2018
2018-11-10,rRWgVFPk7fY,Migrating from Gerrit to GitHub Enterprise - GitHub Universe 2018
2018-11-09,47VOcGGm6aU,From Monorail to Monorepo: Airbnb's journey into microservices - GitHub Universe 2018
2018-11-09,_E3f6v7zHP8,Is your engineering team high-performing? - GitHub Universe 2018
2018-11-08,V4yF9rza14s,From side project to profitable business on GitHub Marketplace - GitHub Universe 2018
2018-10-24,NFL9TLHHmDA,State of the Octoverse - GitHub Universe 2018
2018-11-10,zCNu2tit9MA,Ship-It – Build & deploy your open source projects with Azure Pipelines - GitHub Universe 2018
2018-11-09,tD7n1vKdxcQ,Collaborating across the stack with GitHub and GraphQL - GitHub Universe 2018 - GitHub Universe 2018
2018-11-10,L19lgbIPQZs,Innersource and the power of automation at Eli Lilly - GitHub Universe 2018
2018-11-09,dqxaYiVqJFg,Building an agile AI research-to-production experience - GitHub Universe 2018
2018-11-08,GXgfPzpbQ0o,Cross-company collaboration: Extending GitHub to a new IDE - GitHub Universe 2018
2018-11-10,PqztZQkpq8Y,Developing software engineers to catalyze the world’s tech ecosystems - GitHub Universe 2018
2018-11-10,1wdTw_mukEU,Let me entertain you: How theater can influence developer communities - GitHub Universe 2018
2018-11-09,xe0NWI9kImE,Developer stories: Addressing Social problems with code - GitHub Universe 2018
2018-11-09,SaWy2IDC88I,The keys to open source success for enterprise teams - GitHub Universe 2018
2018-11-08,fk18IGJPGbU,A journey into open development with Lloyds - GitHub Universe 2018 - GitHub Universe 2018
2018-11-08,M72wlFr6INY,Deep dive into GitHub’s newest features - GitHub Universe 2018
2018-11-07,YmdqxzX6KAc,Infrastructure as product: Building GitHub's future - GitHub Universe 2018
2018-11-06,aYctKwffLXc,Baking security into GitHub workflows without slowing you down - GitHub Universe 2018
2018-11-06,mXCDObNkScM,Leveling up WebAssembly itself: Going from MVP to brave new world - GitHub Universe 2018
2018-11-08,8VsbNHOPQbI,Seven things you won't believe Atom can do - GitHub Universe 2018
2018-11-07,Cnx8sY6B8zQ,GitHub Learning Lab: Teaching robots to teach - GitHub Universe 2018
2018-11-07,aQQN5Tn66BA,"Fiona Tan, SVP Walmart Labs, on why the future needs more women who code - GitHub Universe 2018"
2018-11-06,_yPml1iTbmM,Connecting your software lifecycle with GitHub’s platform - GitHub Universe 2018
2018-11-06,Ei0no8s84EM,Integrating continuous integration and deployment with GitHub’s API - GitHub Universe 2018
2018-11-08,-lqwIjvWdyA,From millions of OAuth tokens to GitHub Apps - GitHub Universe 2018
2018-11-07,90JWZnuf7xQ,API mashup: Combining APIs using GraphQL schema stitching - GitHub Universe 2018
2018-11-07,p8nrtIvSxt4,Code you can hold: Making your first IoT wearable - GitHub Universe 2018
2018-11-06,oOqPM-UAnYU,GitHub Enterprise at scale: Behind the scenes at Salesforce.com - GitHub Universe 2018
2018-11-06,fD41AwgC_xM,Moving from mono to multi: How Continental manages a distributed code base - GitHub Universe 2018
2018-10-24,FhQNvJuSl3k,Open source for good: The people and projects driving change - GitHub Universe 2018
2018-10-24,HpxH7mu-bgA,Built to grow: How the world's largest company creates a codebase that scales - GitHub Universe 2018
2018-10-24,iMiydtB2vEU,Day 2 Keynote - GitHub Universe 2018
2018-10-24,vB5nTx5fUXM,Opening Keynote - GitHub Universe 2018
2018-10-12,9TzIHpQfBsw,"Building the Future—Jamica “afroDJiak” El, Creative Technologist"
2018-10-03,kDwZ1_RpkFM,"Building the Future—Julius Sweetland, OptiKey"
2018-10-04,f03ZmbZB5Do,"Building the Future—Conrad Holloman, Operation Code"
2018-09-20,T7ZQhooMMDo,Building the Future—Tiffani Ashley Bell
2018-09-13,HzZxcfVn_08,Building the Future
2018-09-07,Sm_p3sf9kq4,How developers can defend open source from the EU copyright proposal
2018-07-31,Yhul2qf0PaM,パネルディスカッション：Rubyが生まれた頃、そしてこれからのRuby - GitHub Satellite 2018
2018-07-31,nKW3E0RTd3Y,OpenSTFをオープンした結果 - GitHub Satellite 2018
2018-07-31,wE_aDY23qy0,プログラミングができないデザイナーがOSS活動をして感じたこと - GitHub Satellite 2018
2018-07-31,x4LMUp3ND7o,Microservices in ABEJA Platform - 集約と分散のサービス設計 - GitHub Satellite 2018
2018-07-31,G9m0npXLRE0,GitHub Marketplaceと、開発生産性を向上させる幾つかのSaaSのご紹介 - GitHub Satellite 2018
2018-07-31,YiOt9aj55wI,GitHub Enterpriseアドミンパネルディスカッション - GitHub Satellite 2018
2018-07-24,QDiuUuLKrVQ,基調講演：ソフトウェア開発の未来 - GitHub Satellite Tokyo 2018
2018-07-24,8jGA7nKCKtA,基調講演：GitHub Enterpriseプロダクトビジョン - GitHub Satellite Tokyo 2018
2018-07-24,un3M5ddrw0w,What’s new with GitHub ~ GitHub as a platform - GitHub Satellite Tokyo 2018
2018-07-24,3FwiEKodlP0,企業開発に役立つGitHubの最新機能 - GitHub Satellite Tokyo 2018
2018-07-24,_uXDUvwkPI4,SlerがGitHub Enterpriseを使ったら - GitHub Satellite Tokyo 2018
2018-07-24,OMdGyHP7V9Y,DMM.comのGitHub EnterpriseとCircleCI Enterpriseの活用例 - GitHub Satellite Tokyo 2018
2018-07-24,tTpeQFbTfDg,GitHubを軸とした開発プロセスのリプレイス - GitHub Satellite Tokyo 2018
2018-07-24,9DZSty2KsJ8,GitHubと共に学生を育てる方法 - GitHub Satellite Tokyo 2018
2018-07-24,dEOrzSif7KQ,パネルディスカッション：ソフトウェア開発の変遷と、これから - GitHub Satellite Tokyo 2018
2018-07-24,P2Jj9gNAexY,GitHub LT大会 ~ 事件は現場で起きている!? - GitHub Satellite Tokyo 2018
2018-06-08,Wf45lJ4FMpU,Coding to save our coral reefs
2018-04-11,hQXV70Z4cFI,Thank you for 10 years of code
2018-03-31,MfIi3d7UAhs,Opening Session - Git Merge 2018
2018-03-31,rWo43r5_jpc,In Plain Sight: Securing code with an open source workflow - Git Merge 2018
2018-03-31,jcN6UgPN7zA,Backing up large amounts of Git data - Git Merge 2018
2018-03-31,FX5NbIeQfP4,Security issues in Git - Git Merge 2018
2018-03-31,A-lNv6Szu3M,Designers Git-It; A unified design system workflow - Git Merge 2018
2018-03-31,pY5i0Io86UQ,Empowering non-developers to use Git - Git Merge 2018
2018-04-01,e9K1gHYIE2c,Git driven refactoring - Git Merge 2018
2018-04-01,hvQeWJSDwkE,Getting Git right - Git Merge 2018
2018-04-01,eUQ6KXvItK8,Annotating diffs - Git Merge 2018
2018-04-02,m6ZOCpS20cw,Automating the non-automatable; merging refactored code - Git Merge 2018
2018-04-02,oOMzi983Qmw,Making Git for Windows - Git Merge 2018
2017-12-20,ZtylGDR6_Y0,Improving Your Workflow With GitHub's API - GitHub Universe 2017
2017-12-01,DsA3MNlz6BU,What can we learn from 750B GitHub events and 42 TB of code? - GitHub Universe 2017
2017-11-29,fsvlzHF6NNg,Fine Tuning Your GitHub Flow: A Deeper Dive Into GitHub Workflows - GitHub Universe 2017
2017-11-29,VdwO3LQ56oM,The unbearable vulnerability of open source - GitHub Universe 2017
2017-12-20,a1rC79DHpmY,Tree-sitter: a new parsing system for programming tools - GitHub Universe 2017
2018-01-12,r4WspUk-gkw,How legal Hubbers GitHub - GitHub Universe 2017
2017-11-27,GH3P4nen5hQ,Electron: keeping an ion it - GitHub Universe 2017
2018-01-12,MwSUVNBc_7M,"Building, scaling, and selling GitHub integrations - GitHub Universe 2017"
2017-11-27,v-payqn0K6I,Why I decided to become a superhero of the social world - GitHub Universe 2017
2017-11-29,UilD5IusWHM,Queer youth vs. technology - GitHub Universe 2017
2018-01-13,YA0Cgjca_EE,The emotionally fit leader - GitHub Universe 2017
2017-12-02,SR70v4Rn3js,Building a tech community within an African society - GitHub Universe 2017
2017-12-20,q1u6Q_jch9A,Algorithmic biases in AI and machine learning - GitHub Universe 2017
2017-12-20,eHWPkOVoJW8,Building a better browser engine on GitHub - GitHub Universe 2017
2017-11-30,SQImqxe7WfY,Using GitHub's GraphQL API to manage open source projects - GitHub Universe 2017
2018-01-13,KvySt3yt5vs,Tracking And Automating Software Infrastructure With GitHub - GitHub Universe 2017
2017-12-20,kb2VRTeWG5Y,Tools as a catalyst for culture change - GitHub Universe 2017
2018-01-13,w_e89rkpagA,Quickly Build a Collaborative CMS Powered by the GitHub API - GitHub Universe 2017
2017-11-27,sHTYEkoymd4,Nationwide's GitHub Conversion - No IT Project Needed - GitHub Universe 2017
2017-12-01,IiM-5V_usFA,Interop's Labyrinth: Sharing Code Between Web & Electron Apps - GitHub Universe 2017
2017-12-02,biv6d361N5I,Building diverse data communities with Jupyter Notebooks - GitHub Universe 2017
2017-12-20,RGIV75r2H-Y,Accessibility: it's more than just screen readers - GitHub Universe 2017
2018-01-13,fFu-s8wzlIw,Fostering open source culture for healthier minds - GitHub Universe 2017
2017-11-30,vZI9d2hFpLc,"Regulated industries, limitless possibilities - GitHub Universe 2017"
2017-11-30,KGKI7hXGAZ8,Migrating to GitHub Enterprise safely and seamlessly - GitHub Universe 2017
2017-11-29,D-5tHyP0nqM,Managing GitHub At Scale - GitHub Universe 2017
2017-12-20,75y3VSu0xdo,Isolating microservices without sacrificing velocity - GitHub Universe 2017
2018-01-13,kB-3vvtdLxw,Caring For Your Fellow Developers - GitHub Universe 2017
2018-01-13,YJagVNzSUk0,Building CS50 with GitHub - GitHub Universe 2017
2017-11-27,5Yu3qCP-pxw,Launching GitHub's public GraphQL API - GitHub Universe 2017
2017-11-30,mGZu5MzTtMA,How tech policy is shaping the future of software - GitHub Universe 2017
2018-01-13,DKhgrFmNTAg,Having an invisible disease at GitHub - GitHub Universe 2017
2017-12-20,rK8yHl0cHoc,GitHub Driven Refactoring - GitHub Universe 2017
2018-01-13,AJXDdkd9U7M,Extending with GitHub: easy integrations with Probot - GitHub Universe 2017
2018-01-13,zco_D0uvE5w,Balancing identity & privacy: building tools to help users - GitHub Universe 2017
2017-12-06,53qGVTSUoFA,GitHub Universe 2017
2017-11-16,YyPfkv8g-k4,Game Off is Back
2017-10-25,1KxV-zwcTa4,Mine The Music: Searching Efficiently With Open Source - GitHub Universe 2017
2017-10-25,LXu80xXwFY0,Microsoft Loves Open Source: Becoming The Largest Contributor - GitHub Universe 2017
2017-10-25,exfc7-hzUQg,How GitHub Combined with CI Empowers Rapid Product Delivery - GitHub Universe 2017
2017-10-25,v9v6BUTrK_g,Advanced GitHub Enterprise Administration - GitHub Universe 2017
2017-10-25,mBtIyVs7ieQ,Pushing The Boundaries On Video Understanding - GitHub Universe 2017
2017-10-25,IaFZDxoTZ4c,Fireside Chat with Charity Majors - GitHub Universe 2017
2017-10-25,RMtga2JfkT4,Opening Keynote Day 2 - GitHub Universe 2017
2017-10-25,wtSSM6xvTzI,Transformative Change In Challenging Times - GitHub Universe 2017
2017-10-25,VR_0t3KvpNc,Building Inclusion From The Inside Out - GitHub Universe 2017
2017-10-25,4_umRysuFjU,Opening Keynote - GitHub Universe 2017
2017-10-11,f0BzD1zCye0,GitHub Universe 2017 - Better Together
2017-10-11,WVQe1ZE7FtU,I am a Developer - Lisa Lang
2017-10-11,2Hjodq3JdoI,I am a Developer - Mario Ponce
2017-10-11,EkWzOTsKvz8,I am a Developer - Amy Dickens
2017-10-11,u4tq9Ef5czw,I am a Developer - Alicia Carr
2017-06-29,U_AzYcJFwb4,GitHub Satellite 2017
2017-09-18,lqMwTToOojk,Octotales - Inselect
2017-10-12,64gaATwzXvE,Global Software Development with InnerSource - GitHub Satellite 2017
2017-10-12,jsDdUSxXhW0,Openness @ King: Our Journey Towards Collaboration with GHE - GitHub Satellite 2017
2017-10-12,DF2OHLau9uA,A Data Driven Approach to Leading Software Teams - GitHub Satellite 2017
2017-10-11,vS5hct55p40,Modernizing Software Architecture - GitHub Satellite 2017
2017-10-11,Q54e40V9Vg4,Building Interconnected Workflows - GitHub Satellite 2017
2017-10-10,K0svhmx0nRE,Empowering Environmental Science with Open Tools & Data - GitHub Satellite 2017
2017-10-10,DRJIjwhLQSI,How to Avoid Creating a GitHub Junkyard - GitHub Satellite 2017
2017-10-09,yb9Svh1ETlc,It's not just for code! Git and GitHub as a platform for Open Education
2017-10-08,T80VOqmMd5I,GitHub Beyond Your Browser - GitHub Satellite 2017
2017-10-08,3mV-jIObiBw,From WiT to WiTtier - Growing a Women in Tech community in Nottingham - GitHub Satellite 2017
2017-10-07,bUxXjfmUDYs,Teaching GitHub Flow with LEGO and Arduino - GitHub Satellite 2017
2017-10-07,moDdhDxzg2k,Git Tips & Tricks - GitHub Satellite 2017
2017-10-06,CBJMCt9bAbM,The Secret Life of Monoliths - GitHub Satellite 2017
2017-10-06,PpFaKCzKsYA,Integrating With GitHub - GitHub Satellite 2017
2017-10-05,o_MBuszB39M,Opening Keynote - GitHub Satellite 2017
2017-10-05,TlQcwNnqpnE,The Power of the Open Source Community - GitHub Satellite 2017
2017-05-22,_HjToekoEMk,GitHub Marketplace
2017-05-20,8CUPVB8tKoY,Git Simple: Writing primary git functionalities in Ruby - Git Merge 2017
2017-05-20,WfwwFyE-ckQ,Repo 911 - Git Merge 2017
2017-05-20,2UKd0YMuc-M,Greatest Hits of the Git Maintainers Room - Git Merge 2017
2017-05-19,M75aENmuzmo,Jedi Mind Tricks for Git - Git Merge 2017
2017-05-19,0EubYhsX-No,The Battle for Sub-premacy - Git Merge 2017
2017-05-18,54Yh0YyC-4Q,"Git and the Terrible, Horrible, No Good, Very Bad Day - Git Merge 2017"
2017-05-18,GRO9Ho8iXds,Trust But Verify - Git Merge 2017
2017-05-17,usQgAy8YDVA,Git for Pair Programming - Git Merge 2017
2017-05-17,_gyLZVjekbo,Lightning Talks - Git Merge 2017
2017-05-16,3IIaOj1Lhb0,Git Aliases of the Gods!  - Git Merge 2017
2017-05-16,Q7i_qQW__q4,Git LFS at Light Speed - Git Merge 2017
2017-05-16,gOVD-DrUpwQ,Scaling Mercurial at Facebook: Insights from the Other Side - Git Merge 2017
2017-05-24,-AQl98fItmQ,Git: The Tool Loved and (sometimes) Feared - Git Merge 2017
2017-05-16,31XZYMjg93o,What’s Wrong With Git? - Git Merge 2017
2017-05-04,g_MPGU_m01s,Scaling Git at Microsoft - Git Merge 2017
2017-05-04,-ZNKR9wFe8o,Top Ten Worst Repositories to host on GitHub - Git Merge 2017
2017-05-03,CKwuPQqOi_4,Software Freedom Conservancy - Git Merge 2017
2017-06-08,PqBatpCmRf0,"Crescent Wrenches, Socket Sets, and Other Tools For Debugging - CodeConf 2016"
